id,title,freq
161,soffrire,NULL
162,discutere,NULL
163,pettinare,NULL
164,godere,NULL
165,giungere,NULL
166,nascondere,NULL
167,nuotare,NULL
168,pranzare,NULL
169,sbagliare,NULL
170,accettare,NULL
171,annoiare,NULL
172,arrabbiare,NULL
173,guidare,NULL
174,trarre,NULL
175,costare,NULL
176,nuocere,NULL
177,insegnare,NULL
178,presentare,NULL
179,udire,NULL
180,promettere,NULL
181,guadagnare,NULL
182,saltare,NULL
183,addire,NULL
184,raggiungere,NULL
185,ottenere,NULL
186,esistere,NULL
187,soccombere,NULL
188,girare,NULL
189,coprire,NULL
190,accompagnare,NULL
191,dividere,NULL
192,cucire,NULL
193,valere,NULL
194,tagliare,NULL
195,scusare,NULL
196,esigere,NULL
197,creare,NULL
198,scopare,NULL
199,sbrigare,NULL
200,giacere,NULL
201,raccogliere,NULL
202,rubare,NULL
203,fumare,NULL
204,fuggire,NULL
205,preoccupare,NULL
206,svolgere,NULL
207,prenotare,NULL
208,trasferire,NULL
209,organizzare,NULL
210,frequentare,NULL
211,caminare,NULL
212,sborrare,NULL
213,esprimere,NULL
214,accadere,NULL
215,durare,NULL
216,regalare,NULL
217,spingere,NULL
218,dicere,NULL
219,risolvere,NULL
220,laureare,NULL
221,possedere,NULL
222,assumere,NULL
223,trascorrere,NULL
224,ordinare,NULL
225,dirigere,NULL
226,espellere,NULL
227,sparire,NULL
228,passeggiare,NULL
229,sorridere,NULL
230,cagare,NULL
231,prestare,NULL
232,mantenere,NULL
233,mostrare,NULL
234,pregare,NULL
235,truccare,NULL
236,iscrivere,NULL
237,unire,NULL
238,compiere,NULL
239,stupire,NULL
240,rivolgere,NULL
241,comprendere,NULL
242,riempire,NULL
243,fottere,NULL
244,sciare,NULL
245,occupare,NULL
246,attraversare,NULL
247,colpire,NULL
248,ringraziare,NULL
249,sottrarre,NULL
250,cacare,NULL
251,innamorare,NULL
252,comporre,NULL
253,toccare,NULL
254,distruggere,NULL
255,stancare,NULL
256,riconoscere,NULL
257,bastare,NULL
258,accogliere,NULL
259,interessare,NULL
260,gridare,NULL
261,riflettere,NULL
262,rivedere,NULL
263,consigliare,NULL
264,trattare,NULL
265,curare,NULL
266,divenire,NULL
267,guarire,NULL
268,sciogliere,NULL
269,inculare,NULL
270,battere,NULL
271,trombare,NULL
272,appartenere,NULL
273,convincere,NULL
274,odiare,NULL
275,litigare,NULL
276,festeggiare,NULL
277,agire,NULL
278,dispiacere,NULL
279,attendere,NULL
280,stringere,NULL
281,consegnare,NULL
282,porgere,NULL
283,lodare,NULL
284,construire,NULL
285,difendere,NULL
286,aumentare,NULL
287,avvenire,NULL
288,offendere,NULL
289,assistere,NULL
290,partecipare,NULL
291,rilassare,NULL
292,ire,NULL
293,supporre,NULL
294,controllare,NULL
295,tirare,NULL
296,funzionare,NULL
297,nevicare,NULL
298,avvicinare,NULL
299,superare,NULL
300,contare,NULL
301,abbracciare,NULL
302,tentare,NULL
303,fingere,NULL
304,buttare,NULL
305,acquistare,NULL
306,capitare,NULL
307,apprendere,NULL
308,mentire,NULL
309,masturbare,NULL
310,ridurre,NULL
311,informare,NULL
312,restituire,NULL
313,riprendere,NULL
314,subire,NULL
315,scomparire,NULL
316,recare,NULL
317,osservare,NULL
318,sorgere,NULL
319,utilizzare,NULL
320,confermare,NULL
321,proteggere,NULL
322,ritrovare,NULL
323,sostenere,NULL
324,descrivere,NULL
325,disegnare,NULL
326,considerare,NULL
327,avvertire,NULL
328,asciugare,NULL
329,tradire,NULL
330,concedere,NULL
331,ritenere,NULL
332,indicare,NULL
333,immaginare,NULL
334,indossare,NULL
335,comportare,NULL
336,praticare,NULL
337,dedicare,NULL
338,migliorare,NULL
339,chiacchierare,NULL
340,navigare,NULL
341,appendere,NULL
342,sviluppare,NULL
343,concludere,NULL
344,comunicare,NULL
345,scappare,NULL
346,pentire,NULL
347,suggerire,NULL
348,assaggiare,NULL
349,dimagrire,NULL
350,salvare,NULL
351,sostituire,NULL
352,occorrere,NULL
353,bagnare,NULL
354,redigere,NULL
355,ferire,NULL
356,vadare,NULL
357,risparmiare,NULL
358,abituare,NULL
359,augurare,NULL
360,volgere,NULL
361,bruciare,NULL
362,proponere,NULL
363,inserire,NULL
364,esporre,NULL
365,sedurre,NULL
366,richiedere,NULL
367,abbandonare,NULL
368,spengere,NULL
369,rientrare,NULL
370,pisciare,NULL
371,dipendere,NULL
372,ponere,NULL
373,legare,NULL
374,fornire,NULL
375,bollire,NULL
376,mordere,NULL
377,riunire,NULL
378,comparire,NULL
379,fidare,NULL
380,prevedere,NULL
381,insistere,NULL
382,realizzare,NULL
383,disturbare,NULL
384,dolere,NULL
385,impegnare,NULL
386,notare,NULL
387,riferire,NULL
388,trasmettere,NULL
389,affittare,NULL
390,diminuire,NULL
391,firmare,NULL
392,ammettere,NULL
393,introdurre,NULL
394,sistemare,NULL
395,terminare,NULL
396,costringere,NULL
397,formare,NULL
398,distinguere,NULL
399,escire,NULL
400,intendere,NULL
401,contenere,NULL
402,rifiutare,NULL
403,rispettare,NULL
404,condividere,NULL
405,cazzare,NULL
406,approfittare,NULL
407,combattere,NULL
408,disporre,NULL
409,apprezzare,NULL
410,scorreggiare,NULL
411,distribuire,NULL
412,stabilire,NULL
413,scherzare,NULL
414,posare,NULL
415,spostare,NULL
416,accomodare,NULL
417,stirare,NULL
418,reagire,NULL
419,fissare,NULL
420,splendere,NULL
421,inventare,NULL
422,ammirare,NULL
423,lanciare,NULL
424,significare,NULL
425,ammalare,NULL
426,friggere,NULL
427,mescolare,NULL
428,meritare,NULL
429,chiarire,NULL
430,rappresentare,NULL
431,riparare,NULL
432,contattare,NULL
433,proseguire,NULL
434,radere,NULL
435,caricare,NULL
436,sonare,NULL
437,scoppiare,NULL
438,impedire,NULL
439,evitare,NULL
440,ritirare,NULL
441,diffondere,NULL
442,lamentare,NULL
443,perdonare,NULL
444,gradire,NULL
445,completare,NULL
446,scuotere,NULL
447,sorprendere,NULL
448,vergognare,NULL
449,contribuire,NULL
450,includere,NULL
451,cancellare,NULL
452,imporre,NULL
453,participare,NULL
454,interrompere,NULL
455,sdraiare,NULL
456,gettare,NULL
457,rimettere,NULL
458,versare,NULL
459,applaudire,NULL
460,eseguire,NULL
461,proibire,NULL
462,ubbidire,NULL
463,allontanare,NULL
464,soddisfare,NULL
465,punire,NULL
466,spaventare,NULL
467,fallire,NULL
468,donare,NULL
469,bussare,NULL
470,urlare,NULL
471,tossire,NULL
472,tendere,NULL
473,distrarre,NULL
474,scivolare,NULL
475,convenire,NULL
476,segnare,NULL
477,allenare,NULL
478,obbedire,NULL
479,recedere,NULL
480,cedere,NULL
481,invadere,NULL
482,parcheggiare,NULL
483,attaccare,NULL
484,stendere,NULL
485,collegare,NULL
486,abbassare,NULL
487,attrarre,NULL
488,separare,NULL
489,confondere,NULL
490,celebrare,NULL
491,accedere,NULL
492,noleggiare,NULL
493,conseguire,NULL
494,reggere,NULL
495,gestire,NULL
496,condire,NULL
497,rischiare,NULL
498,definire,NULL
499,percorrere,NULL
501,deludere,NULL
502,verificare,NULL
503,fondere,NULL
504,adorare,NULL
505,avviare,NULL
506,nutrire,NULL
507,avvisare,NULL
508,fondare,NULL
509,coricare,NULL
510,raccomandare,NULL
511,provenire,NULL
512,transferire,NULL
513,rinunciare,NULL
514,costituire,NULL
515,risalire,NULL
516,comprimere,NULL
517,svenire,NULL
518,trattenere,NULL
519,ingrassare,NULL
520,voltare,NULL
521,necessitare,NULL
522,urgere,NULL
523,pescare,NULL
524,sporcare,NULL
525,arrestare,NULL
526,investire,NULL
527,ricercare,NULL
528,liberare,NULL
529,riportare,NULL
530,annunciare,NULL
531,dimostrare,NULL
532,lottare,NULL
533,rifare,NULL
534,solere,NULL
535,scagazzare,NULL
536,dubitare,NULL
537,coniugare,NULL
538,commettere,NULL
539,estrarre,NULL
540,premere,NULL
541,copiare,NULL
542,eleggere,NULL
543,provocare,NULL
544,scattare,NULL
545,emergere,NULL
546,dirimere,NULL
547,cavare,NULL
548,spogliare,NULL
549,ardere,NULL
550,garantire,NULL
551,giudicare,NULL
552,esplodere,NULL
553,scambiare,NULL
554,arrendere,NULL
555,intervenire,NULL
556,corrispondere,NULL
557,dichiarare,NULL
558,scorrere,NULL
559,conservare,NULL
560,trasformare,NULL
561,resistere,NULL
562,opporre,NULL
563,badare,NULL
564,scorgere,NULL
565,fiorire,NULL
566,sconfiggere,NULL
567,gustare,NULL
568,sopportare,NULL
569,promuovere,NULL
570,indovinare,NULL
571,impazzire,NULL
572,conquistare,NULL
573,favorire,NULL
574,abbinare,NULL
575,affermare,NULL
576,sopravvivere,NULL
577,abbaiare,NULL
578,vistare,NULL
579,arrossire,NULL
580,consumare,NULL
581,cacciare,NULL
582,pungere,NULL
583,percepire,NULL
584,dedurre,NULL
585,incominciare,NULL
586,pubblicare,NULL
587,arricchire,NULL
588,riguardare,NULL
589,rovinare,NULL
590,associare,NULL
591,ospitare,NULL
592,sbattere,NULL
593,consentire,NULL
594,invecchiare,NULL
595,montare,NULL
596,adattare,NULL
597,movere,NULL
598,esitare,NULL
599,procedere,NULL
600,ripartire,NULL
601,levare,NULL
602,gioire,NULL
603,evolvere,NULL
604,pronunciare,NULL
605,assomigliare,NULL
606,scaricare,NULL
607,recitare,NULL
608,sparare,NULL
609,spargere,NULL
610,assolvere,NULL
611,appoggiare,NULL
612,accordare,NULL
613,impiegare,NULL
614,assicurare,NULL
615,respirare,NULL
616,compire,NULL
617,pesare,NULL
618,respondere,NULL
619,fregare,NULL
620,ricominciare,NULL
621,tremare,NULL
622,volvere,NULL
623,presentire,NULL
624,provvedere,NULL
625,coinvolgere,NULL
626,inseguire,NULL
627,accorrere,NULL
628,escludere,NULL
629,sollevare,NULL
630,interrogare,NULL
631,ascendere,NULL
632,danzare,NULL
633,pretendere,NULL
634,rimproverare,NULL
635,progettare,NULL
636,comere,NULL
637,votare,NULL
638,persuadere,NULL
639,rallegrare,NULL
640,starnutire,NULL
641,registrare,NULL
642,comperare,NULL
643,picchiare,NULL
644,fotografare,NULL
645,seppellire,NULL
646,sentare,NULL
647,approvare,NULL
648,rapire,NULL
649,evadere,NULL
650,traslocare,NULL
651,esercitare,NULL
652,avanzare,NULL
653,apparecchiare,NULL
654,negare,NULL
655,scommettere,NULL
656,soffiare,NULL
657,rimare,NULL
658,divorziare,NULL
659,strappare,NULL
660,sprecare,NULL
661,piantare,NULL
662,emettere,NULL
663,importare,NULL
664,tuffare,NULL
665,osare,NULL
666,alloggiare,NULL
667,affidare,NULL
668,patire,NULL
669,scordare,NULL
670,ragionare,NULL
671,sfuggire,NULL
672,torcere,NULL
673,guadare,NULL
674,effettuare,NULL
675,causare,NULL
676,savere,NULL
677,benedire,NULL
678,commuovere,NULL
679,aderire,NULL
680,ammazzare,NULL
681,richiamare,NULL
682,starnutare,NULL
683,affliggere,NULL
684,affrontare,NULL
685,imaginare,NULL
686,esagerare,NULL
687,cessare,NULL
688,bloccare,NULL
689,rivelare,NULL
690,acquisire,NULL
691,parare,NULL
692,vietare,NULL
693,assegnare,NULL
694,staccare,NULL
695,tingere,NULL
696,pendere,NULL
697,indurre,NULL
698,arrampicare,NULL
699,fischiare,NULL
700,misurare,NULL
701,risultare,NULL
702,convertire,NULL
703,calmare,NULL
705,consistere,NULL
706,palare,NULL
707,deporre,NULL
708,coltivare,NULL
709,licenziare,NULL
710,attirare,NULL
711,emigrare,NULL
712,analizzare,NULL
713,collaborare,NULL
714,cerare,NULL
715,confessare,NULL
716,concentrare,NULL
717,estendere,NULL
718,precisare,NULL
719,sporgere,NULL
720,alludere,NULL
721,natare,NULL
722,esercire,NULL
723,piegare,NULL
724,ingannare,NULL
725,potare,NULL
726,allegare,NULL
727,dettare,NULL
728,atterrare,NULL
729,affrettare,NULL
730,accarezzare,NULL
731,abbronzare,NULL
732,ubriacare,NULL
733,sottolineare,NULL
734,stampare,NULL
735,modificare,NULL
736,respingere,NULL
737,calare,NULL
738,affacciare,NULL
739,attribuire,NULL
740,applicare,NULL
741,brillare,NULL
742,rovesciare,NULL
743,avvolgere,NULL
744,recuperare,NULL
745,influire,NULL
746,scadere,NULL
747,afferrare,NULL
748,allungare,NULL
749,combinare,NULL
750,sospendere,NULL
751,immergere,NULL
752,compilare,NULL
753,spegnare,NULL
754,riassumere,NULL
755,percuotere,NULL
756,leccare,NULL
757,colorare,NULL
758,interpretare,NULL
759,contrarre,NULL
760,adottare,NULL
761,rimandare,NULL
762,digerire,NULL
763,valutare,NULL
764,rimpiangere,NULL
765,crollare,NULL
766,accontentare,NULL
767,illuminare,NULL
768,smarrire,NULL
769,disfare,NULL
770,svanire,NULL
771,rimuovere,NULL
772,illudere,NULL
773,influenzare,NULL
774,redimere,NULL
775,basare,NULL
776,deviare,NULL
777,ridare,NULL
778,scipare,NULL
779,squillare,NULL
780,sbarcare,NULL
781,sottoporre,NULL
782,giurare,NULL
783,somigliare,NULL
784,cascare,NULL
785,connettere,NULL
786,esaminare,NULL
787,soggiornare,NULL
788,obbligare,NULL
789,riscuotere,NULL
790,aggiornare,NULL
791,scolpire,NULL
792,conducere,NULL
793,criticare,NULL
794,accusare,NULL
795,distendere,NULL
796,esibire,NULL
797,abbattere,NULL
798,confrontare,NULL
799,schiacciare,NULL
800,annettere,NULL
801,trascinare,NULL
802,installare,NULL
803,incidere,NULL
804,accludere,NULL
805,producere,NULL
806,tardare,NULL
807,minacciare,NULL
808,contentare,NULL
809,rodere,NULL
810,premiare,NULL
811,circondare,NULL
812,ignorare,NULL
813,ritardare,NULL
814,dimettere,NULL
815,conversare,NULL
816,puntare,NULL
817,consultare,NULL
818,vollere,NULL
819,inghiottire,NULL
820,succhiare,NULL
821,limitare,NULL
822,ledere,NULL
823,russare,NULL
824,adempiere,NULL
825,innervosire,NULL
826,addurre,NULL
827,nominare,NULL
828,calcolare,NULL
829,agitare,NULL
830,infilare,NULL
831,eliminare,NULL
832,avvalere,NULL
833,intuire,NULL
834,confare,NULL
835,divellere,NULL
836,collocare,NULL
837,procurare,NULL
838,selezionare,NULL
839,tomare,NULL
840,assorbire,NULL
841,danneggiare,NULL
842,riporre,NULL
843,riservare,NULL
844,ripassare,NULL
845,inscrivere,NULL
846,stimare,NULL
847,custodire,NULL
848,abolire,NULL
849,esaurire,NULL
850,incoraggiare,NULL
851,sudare,NULL
852,precipitare,NULL
853,esclamare,NULL
854,assalire,NULL
855,scindere,NULL
856,coincidere,NULL
857,erigere,NULL
858,mirare,NULL
859,scoreggiare,NULL
860,cingere,NULL
861,traere,NULL
862,denunciare,NULL
863,ricoprire,NULL
864,comandare,NULL
865,arrangiare,NULL
866,permanere,NULL
867,trasportare,NULL
868,aggredire,NULL
869,vertere,NULL
870,eccellere,NULL
871,imperare,NULL
872,armare,NULL
873,scaldare,NULL
874,fidanzare,NULL
875,spettare,NULL
876,assassinare,NULL
877,ispirare,NULL
878,pressare,NULL
879,spiare,NULL
880,sforzare,NULL
881,meravigliare,NULL
882,operare,NULL
883,concepire,NULL
884,variare,NULL
885,scolare,NULL
886,catturare,NULL
887,riscaldare,NULL
888,sconvolgere,NULL
889,aggiustare,NULL
890,incrociare,NULL
891,facilitare,NULL
892,prevenire,NULL
893,condannare,NULL
894,puzzare,NULL
895,ricorrere,NULL
896,svegliere,NULL
897,risposare,NULL
898,regolare,NULL
899,sospettare,NULL
900,ammonire,NULL
901,spazzolare,NULL
902,diplomare,NULL
903,figurare,NULL
904,ritrarre,NULL
905,componere,NULL
906,allacciare,NULL
907,peggiorare,NULL
908,chiavare,NULL
909,disperare,NULL
910,inciampare,NULL
911,riescire,NULL
912,educare,NULL
913,comparare,NULL
914,identificare,NULL
915,istruire,NULL
916,trascurare,NULL
917,disdire,NULL
918,scottare,NULL
919,tramontare,NULL
920,scalare,NULL
921,specializzare,NULL
922,invidiare,NULL
923,decorare,NULL
924,fabbricare,NULL
925,spessare,NULL
926,estinguere,NULL
927,salare,NULL
928,attivare,NULL
929,scapare,NULL
930,situare,NULL
931,allevare,NULL
932,convivere,NULL
933,sedare,NULL
934,conferire,NULL
935,spezzare,NULL
936,concernere,NULL
937,mollare,NULL
938,transformare,NULL
939,rilasciare,NULL
940,riordinare,NULL
941,struggere,NULL
942,rinviare,NULL
943,intervistare,NULL
944,ungere,NULL
945,annullare,NULL
946,generare,NULL
947,presumere,NULL
948,discendere,NULL
949,sfruttare,NULL
950,derivare,NULL
951,beneficiare,NULL
952,concordare,NULL
953,regnare,NULL
954,insorgere,NULL
955,rileggere,NULL
956,sorvegliare,NULL
957,spuntare,NULL
958,annaffiare,NULL
959,competere,NULL
960,tifare,NULL
961,sgridare,NULL
962,attingere,NULL
963,dominare,NULL
964,lascare,NULL
965,segnalare,NULL
966,cavalcare,NULL
967,rallentare,NULL
968,ricostruire,NULL
969,partorire,NULL
970,ricavare,NULL
971,acconsentire,NULL
972,sfidare,NULL
973,commentare,NULL
974,sfilare,NULL
975,confidare,NULL
976,detestare,NULL
977,scavare,NULL
978,coccolare,NULL
979,narrare,NULL
980,indagare,NULL
981,protestare,NULL
982,sbucciare,NULL
983,precedere,NULL
984,affettare,NULL
985,urtare,NULL
986,spolverare,NULL
987,circolare,NULL
988,prevalere,NULL
989,intraprendere,NULL
990,riempiere,NULL
991,suscitare,NULL
992,sbadigliare,NULL
993,rincorrere,NULL
994,tessere,NULL
995,allestire,NULL
996,accelerare,NULL
997,buscare,NULL
998,paragonare,NULL
999,referire,NULL
1000,bocciare,NULL
1001,italianare,NULL
1002,manifestare,NULL
1003,publicare,NULL
1004,innaffiare,NULL
1005,vigere,NULL
1006,riprodurre,NULL
1007,prudere,NULL
1008,intentare,NULL
1009,sortire,NULL
1010,attuare,NULL
1011,espandere,NULL
1012,contraddire,NULL
1013,imbarcare,NULL
1014,abbellire,NULL
1015,fungere,NULL
1016,ereditare,NULL
1017,odorare,NULL
1018,infastidire,NULL
1019,perseguire,NULL
1020,congratulare,NULL
1021,incantare,NULL
1022,irrompere,NULL
1023,emozionare,NULL
1024,inaugurare,NULL
1025,mungere,NULL
1026,pianificare,NULL
1027,affiggere,NULL
1028,marciare,NULL
1029,determinare,NULL
1030,ancorare,NULL
1031,chinare,NULL
1032,ergere,NULL
1033,approfondire,NULL
1034,sopprimere,NULL
1035,viziare,NULL
1036,fallare,NULL
1037,specchiare,NULL
1038,imprimere,NULL
1039,spazzare,NULL
1040,inquinare,NULL
1041,accudire,NULL
1042,rinnovare,NULL
1043,risvegliare,NULL
1044,spesare,NULL
1045,infrangere,NULL
1046,esplorare,NULL
1047,affondare,NULL
1048,penetrare,NULL
1049,rifugiare,NULL
1050,incollare,NULL
1051,piagere,NULL
1052,raffreddare,NULL
1053,spaccare,NULL
1054,risiedere,NULL
1055,divergere,NULL
1056,suicidare,NULL
1057,gonfiare,NULL
1058,incaricare,NULL
1059,salvaguardare,NULL
1060,citare,NULL
1061,tollerare,NULL
1062,opprimere,NULL
1063,incutere,NULL
1064,sfogliare,NULL
1065,giuocare,NULL
1066,vuotare,NULL
1067,finanziare,NULL
1068,masticare,NULL
1069,brindare,NULL
1070,cliccare,NULL
1071,pattinare,NULL
1072,disponere,NULL
1073,visionare,NULL
1074,accennare,NULL
1075,calciare,NULL
1076,convergere,NULL
1077,reprimere,NULL
1078,sessare,NULL
1079,forzare,NULL
1080,deprimere,NULL
1081,accrescere,NULL
1082,invertire,NULL
1083,autorizzare,NULL
1084,depositare,NULL
1085,arrostire,NULL
1086,predire,NULL
1087,compartire,NULL
1088,rotolare,NULL
1089,sfiorare,NULL
1090,scoltare,NULL
1091,accingere,NULL
1092,errare,NULL
1093,marcare,NULL
1094,pigliare,NULL
1095,svuotare,NULL
1096,farcire,NULL
1097,scioperare,NULL
1098,aborrire,NULL
1099,vendicare,NULL
1100,appassionare,NULL
1101,integrare,NULL
1102,constatare,NULL
1103,reclamare,NULL
1104,svestire,NULL
1105,ficcare,NULL
1106,svoltare,NULL
1107,vantare,NULL
1108,crepare,NULL
1109,frenare,NULL
1110,inveire,NULL
1111,vomitare,NULL
1112,governare,NULL
1113,rassegnare,NULL
1114,avverare,NULL
1115,decollare,NULL
1116,corrompere,NULL
1117,progredire,NULL
1118,annegare,NULL
1119,arredare,NULL
1120,programmare,NULL
1121,ripensare,NULL
1122,compromettere,NULL
1123,allargare,NULL
1124,bellare,NULL
1125,derubare,NULL
1126,promovere,NULL
1127,inoltrare,NULL
1128,bucare,NULL
1129,datare,NULL
1130,imbucare,NULL
1131,rivoltare,NULL
1132,sportare,NULL
1133,detenere,NULL
1134,travestire,NULL
1135,manere,NULL
1136,sottomettere,NULL
1137,fatare,NULL
1138,eccitare,NULL
1139,maturare,NULL
1140,svelare,NULL
1141,demandare,NULL
1142,pernottare,NULL
1143,fervere,NULL
1144,pedalare,NULL
1145,calpestare,NULL
1146,scatenare,NULL
1147,accorciare,NULL
1148,odire,NULL
1149,transcorrere,NULL
1150,impartire,NULL
1151,passire,NULL
1152,giustificare,NULL
1153,radunare,NULL
1154,attenere,NULL
1155,designare,NULL
1156,menzionare,NULL
1157,pervenire,NULL
1158,rinchiudere,NULL
1159,affogare,NULL
1160,esimere,NULL
1161,docciare,NULL
1162,spremere,NULL
1163,destare,NULL
1164,ingrandire,NULL
1165,risentire,NULL
1166,riciclare,NULL
1167,miagolare,NULL
1168,giovare,NULL
1169,calzare,NULL
1170,alimentare,NULL
1171,emanare,NULL
1172,rinascere,NULL
1173,scire,NULL
1174,digitare,NULL
1175,complicare,NULL
1176,postare,NULL
1177,pestare,NULL
1178,espedire,NULL
1179,mutare,NULL
1180,risplendere,NULL
1181,elencare,NULL
1182,flettere,NULL
1183,decedere,NULL
1184,stufare,NULL
1185,affascinare,NULL
1186,bugiare,NULL
1187,consolare,NULL
1188,zittire,NULL
1189,grattugiare,NULL
1190,spiacere,NULL
1191,tritare,NULL
1192,imbattere,NULL
1193,pitturare,NULL
1194,impressionare,NULL
1195,colere,NULL
1196,apportare,NULL
1197,prelevare,NULL
1198,seminare,NULL
1199,elaborare,NULL
1200,annusare,NULL
1201,impaurire,NULL
1202,secernere,NULL
1203,adoperare,NULL
1204,disperdere,NULL
1205,sorpassare,NULL
1206,detrarre,NULL
1207,congedare,NULL
1208,animare,NULL
1209,spandere,NULL
1210,polire,NULL
1211,provedere,NULL
1212,rincrescere,NULL
1213,abbisognare,NULL
1214,caratterizzare,NULL
1215,sollecitare,NULL
1216,repetere,NULL
1217,guastare,NULL
1218,rimborsare,NULL
1219,sputare,NULL
1220,languire,NULL
1221,mischiare,NULL
1222,seccare,NULL
1223,tuonare,NULL
1224,annotare,NULL
1225,cerchiare,NULL
1226,popolare,NULL
1227,annuire,NULL
1228,affollare,NULL
1229,riaprire,NULL
1230,vagare,NULL
1231,traversare,NULL
1232,individuare,NULL
1233,travolgere,NULL
1234,risorgere,NULL
1235,stessere,NULL
1236,riavere,NULL
1237,facoltizzare,NULL
1238,esaudire,NULL
1239,saltellare,NULL
1240,anticipare,NULL
1241,prescrivere,NULL
1242,evidenziare,NULL
1243,smentire,NULL
1244,campare,NULL
1245,capere,NULL
1246,contendere,NULL
1247,sospirare,NULL
1248,balzare,NULL
1249,trasalire,NULL
1250,remare,NULL
1251,accostare,NULL
1252,convocare,NULL
1253,sparecchiare,NULL
1254,infliggere,NULL
1255,posporre,NULL
1256,restaurare,NULL
1257,sussurrare,NULL
1258,maledire,NULL
1259,faticare,NULL
1260,petere,NULL
1261,supportare,NULL
1262,assuefare,NULL
1263,protrarre,NULL
1264,constituire,NULL
1265,gemere,NULL
1266,irritare,NULL
1267,devolvere,NULL
1268,fraintendere,NULL
1269,incazzare,NULL
1270,soccorrere,NULL
1271,cocere,NULL
1272,rassicurare,NULL
1273,albeggiare,NULL
1274,megliorare,NULL
1275,prediligere,NULL
1276,impastare,NULL
1277,scoraggiare,NULL
1278,sguardare,NULL
1279,aggirare,NULL
1280,investigare,NULL
1281,elevare,NULL
1282,intrecciare,NULL
1283,motivare,NULL
1284,battezzare,NULL
1285,pingere,NULL
1286,compiacere,NULL
1287,cospargere,NULL
1288,tracciare,NULL
1289,indulgere,NULL
1290,istituire,NULL
1291,desistere,NULL
1292,esordire,NULL
1293,ribellare,NULL
1294,predicare,NULL
1295,segare,NULL
1296,congiungere,NULL
1297,direggere,NULL
1298,intrattenere,NULL
1299,dissuadere,NULL
1300,vicinare,NULL
1301,grattare,NULL
1302,atare,NULL
1303,incassare,NULL
1304,ribadire,NULL
1305,ingoiare,NULL
1306,assentire,NULL
1307,approdare,NULL
